D1,DS1,DSF,DpA,DpB,T1,T2,T3,T4,deltaT,P,M01,M02,VA,VB,D2A,D2B,Ds,TS1,SF,D3A,D3B,DS2A,DS2B,POA,POB,TsA,TsB,SFA,SFB,DgA,YseA,YsynA,YuntA,CaoA,DgB,YseB,YsynB,YuntB,CaoB,Ym,CaO,R
216.0,1566.0,53.0,154.0,133.0,78.0,81.17999999999999,80.56,79.58500000000001,1.62,344.2125,82.14,79.22,656.875,700.5,257.0,294.0,,,,108.22,94.5,,,24.08,23.91,1.19,1.4550000000000003,26.95,27.44,94.0,,,,,109.0,,,,,,,
209.0,1566.0,53.0,154.0,270.0,74.0,81.17999999999999,80.56,79.58500000000001,2.078,344.2125,79.67,90.07,597.0,566.0,302.0,330.0,,,,143.02,86.05,,,24.08,23.91,1.19,1.4550000000000003,26.95,27.44,115.0,,,,,120.0,,,,,,,
218.0,1626.0,102.0,253.0,284.0,76.0,82.31,82.07,80.45,1.626,324.88,79.27,65.01,407.0,407.0,373.0,391.0,,,,138.28,59.46,,,24.08,23.91,1.19,1.4550000000000003,26.95,27.44,105.0,,,,,105.0,,,,,,,
211.0,1607.0,95.0,257.0,283.0,73.0,82.35,82.13,80.9,1.234,320.4,83.66,72.43,428.0,470.0,374.0,371.0,,,,131.38,57.11,,,25.98,25.35,0.92,1.31,20.09,25.48,108.0,,,,,109.0,,,,,,,
127.5,1633.0,63.0,281.0,240.0,73.0,82.4,81.19,80.25,0.938,328.62,81.56,91.28,542.0,700.5,346.0,285.0,,,,96.83,109.7,,,25.98,25.35,0.92,1.31,20.09,25.48,124.0,,,,,100.0,,,,,,,
177.0,1649.0,88.0,257.0,234.0,73.0,81.89,81.67,80.63,1.043,325.96,81.22,72.79,346.0,493.0,394.0,403.0,,,,131.87,67.07,,,25.49,25.86,1.15,1.23,29.4,27.93,127.0,,,,,125.0,,,,,,,
218.0,1626.0,102.0,262.0,290.0,77.0,82.01,81.77,80.45,1.322,325.59,75.97,59.44,411.0,402.0,391.0,398.0,,,,146.95,68.53,,,26.13,25.72,1.2,1.07,28.48,27.44,123.0,,,,,118.0,,,,,,,
220.0,1607.0,99.0,260.0,279.0,75.0,82.01,81.78,80.5,1.276,321.79,80.09,78.53,327.0,340.0,387.0,386.0,,,,141.31,47.91,,,26.13,25.72,1.2,1.07,28.48,27.44,121.0,,,,,117.0,,,,,,,
222.0,1617.0,104.0,265.0,295.0,76.0,81.89,81.65,80.27,1.381,321.33,77.15,71.8,360.0,387.0,391.0,384.0,,,,157.61,67.44,,,26.13,25.72,1.2,1.07,28.48,27.44,120.0,,,,,119.0,,,,,,,
244.0,1619.0,110.0,302.0,326.0,80.0,82.25,82.02,80.56,1.454,319.47,83.21,87.67,313.0,324.0,430.0,436.0,,,,159.36,63.68,,,24.9,25.09,1.11,1.09,31.85,31.36,138.0,,,,,137.0,,,,,,,
238.0,1611.0,109.0,276.0,310.0,77.0,82.13,81.88,80.36,1.519,322.09,79.5,70.32,414.0,424.0,426.0,416.0,,,,160.34,80.03,,,24.9,25.09,1.11,1.09,31.85,31.36,133.0,,,,,132.0,,,,,,,
216.0,1642.0,101.0,279.0,306.0,77.0,81.84,81.6,80.58,1.028,322.31,76.84,65.78,285.0,331.0,403.0,390.0,,,,148.44,56.58,,,24.9,25.09,1.11,1.09,31.85,31.36,130.0,,,,,134.0,,,,,,,
226.0,1637.0,109.0,276.0,310.0,82.0,82.12,81.88,80.46,1.419,321.93,77.82,72.14,365.0,347.0,406.0,406.0,,,,155.19,70.57,,,25.19,25.47,1.03,0.98,27.44,25.97,136.0,,,,,135.0,,,,,,,
266.0,1589.0,110.0,285.0,329.0,85.0,82.17,81.72,80.15,1.565,322.13,78.89,93.46,310.0,335.0,451.0,430.0,,,,165.82,73.87,,,25.19,25.47,1.03,0.98,27.44,25.97,142.0,,,,,142.0,,,,,,,
224.0,1614.0,106.0,281.0,295.0,85.0,82.18,81.56,80.31,1.249,325.0,76.35,65.15,402.0,387.0,391.0,393.0,,,,152.6,63.65,,,25.19,25.47,1.03,0.98,27.44,25.97,129.0,,,,,130.0,,,,,,,
196.0,1635.0,91.0,252.0,269.0,85.0,82.17,81.88,80.92,0.959,334.33,76.02,73.37,325.0,411.0,370.0,320.0,,,,144.12,49.7,,,24.42,24.61,1.21,1.27,26.46,26.95,121.0,,,,,121.0,,,,,,,
236.0,1620.0,106.0,260.0,291.0,86.0,82.24,82.26,80.79,1.467,330.68,76.65,77.34,406.0,378.0,395.0,394.0,,,,151.65,58.03,,,24.42,24.61,1.21,1.27,26.46,26.95,137.0,,,,,135.0,,,,,,,
222.0,1617.0,100.0,279.0,294.0,85.0,82.19,82.28,81.12,1.162,329.15,76.98,78.99,359.0,383.0,402.0,393.0,,,,146.67,63.3,,,24.42,24.61,1.21,1.27,26.46,26.95,135.0,,,,,134.0,,,,,,,
190.0,1637.0,85.0,270.0,288.0,84.0,82.28,82.02,80.42,1.603,328.89,77.87,68.06,425.0,551.0,416.0,350.0,,,,148.31,84.82,,,,,,,,,135.0,,,,,143.0,,,,,,,
151.0,1651.0,76.0,259.0,287.0,83.0,82.2,82.06,80.6,1.464,332.31,77.51,80.69,394.0,514.0,377.0,339.0,,,,137.95,74.51,,,,,,,,,135.0,,,,,136.0,,,,,,,
170.0,1636.0,80.0,232.0,272.0,81.0,82.0,81.47,80.41,1.067,333.45,76.25,60.33,374.0,393.0,332.0,351.0,,,,144.51,55.86,,,,,,,,,108.0,,,,,106.0,,,,,,,
189.0,1654.0,90.0,232.0,273.0,84.0,82.21,82.09,80.74,1.353,332.02,76.74,53.86,423.0,379.0,349.0,330.0,,,,134.5,42.88,,,23.14,23.37,1.34,1.21,26.95,28.42,118.0,,,,,117.0,,,,,,,
207.0,1617.0,90.0,253.0,297.0,84.0,82.25,82.46,81.2,1.248,335.63,77.25,68.59,435.0,409.0,394.0,357.0,,,,147.95,58.14,,,23.14,23.37,1.34,1.21,26.95,28.42,135.0,,,,,134.0,,,,,,,
183.0,1650.0,85.0,208.0,269.0,84.0,82.19,81.93,80.76,1.16,332.05,76.68,46.71,474.0,429.0,348.0,332.0,,,,131.71,49.21,,,23.14,23.37,1.34,1.21,26.95,28.42,113.0,,,,,112.0,,,,,,,
238.0,1632.0,110.0,260.0,315.0,86.0,82.26,82.8,81.12,1.679,321.33,81.25,64.08,434.0,350.0,396.0,389.0,,,,136.16,54.73,,,23.66,23.69,1.21,1.39,27.44,26.95,141.0,,,,,138.0,,,,,,,
233.0,1635.0,110.0,307.5,349.0,82.0,82.17,81.83,80.01,1.822,316.02,80.34,86.64,460.0,409.0,457.0,451.0,,,,159.08,85.91,,,23.66,23.69,1.21,1.39,27.44,26.95,137.0,,,,,139.0,,,,,,,
215.0,1635.0,104.0,281.0,323.0,83.0,82.15,81.6,80.19,1.409,320.21,80.26,77.27,443.0,412.0,410.0,425.0,,,,147.46,76.78,,,23.66,23.69,1.21,1.39,27.44,26.95,132.0,,,,,130.0,,,,,,,
214.0,1632.0,95.0,247.0,265.0,85.0,82.23,81.82,80.14,1.683,327.17,79.69,81.04,424.0,478.0,411.0,416.0,,,,159.94,70.7,,,24.65,24.78,1.08,1.14,24.5,23.52,126.0,,,,,126.0,,,,,,,
232.0,1638.0,98.0,297.0,303.0,85.0,82.19,82.24,80.91,1.327,324.84,86.06,86.43,310.0,358.0,427.0,406.0,,,,150.7,53.71,,,24.65,24.78,1.08,1.14,24.5,23.52,136.0,,,,,124.0,,,,,,,
166.0,1658.0,74.0,135.5,325.0,81.0,82.19,81.69,80.01,1.684,327.61,80.46,81.41,642.0,500.0,298.0,414.0,,,,128.58,72.48,,,24.65,24.78,1.08,1.14,24.5,23.52,130.0,,,,,140.0,,,,,,,
200.0,1659.0,94.0,185.0,333.0,83.0,82.33,82.35,81.02,1.327,325.16,84.48,80.97,437.0,365.0,415.0,425.0,,,,139.38,59.64,,,23.59,23.3,1.08,1.31,25.97,26.95,134.0,,,,,136.0,,,,,,,
213.0,1654.0,103.0,307.5,377.0,84.0,82.11,81.41,80.15,1.265,326.33,85.82,71.22,367.0,372.0,468.0,458.0,,,,166.97125,86.57,,,23.59,23.3,1.08,1.31,25.97,26.95,125.0,,,,,127.0,,,,,,,
236.0,1640.0,110.0,271.0,309.0,86.0,82.19,82.36,80.9,1.457,325.25,81.89,60.3,351.0,382.0,399.0,408.0,,,,156.64,63.46,,,23.59,23.3,1.08,1.31,25.97,26.95,127.0,,,,,129.0,,,,,,,
207.0,1622.0,97.0,254.0,301.0,86.0,82.2,82.37,81.21,1.164,327.81,82.37,66.85,450.0,463.0,396.0,388.0,,,,153.07,54.23,,,25.22,24.81,1.24,1.2,24.99,24.11,122.0,,,,,125.0,,,,,,,
175.0,1656.0,81.0,244.0,289.0,84.0,82.36,81.97,80.77,1.206,330.07,77.96,71.05,444.0,497.0,357.0,360.0,,,,144.3,65.6,,,25.22,24.81,1.24,1.2,24.99,24.11,123.0,,,,,124.0,,,,,,,
127.5,1681.0,62.0,253.0,291.0,79.0,82.38,82.41,80.81,1.605,334.92,83.46,83.84,656.875,406.0,244.5,473.0,,,,133.27,81.77,,,25.22,24.81,1.24,1.2,24.99,24.11,138.0,,,,,104.0,,,,,,,
132.0,1667.0,60.0,185.0,219.0,81.0,82.42,82.5,81.42,1.089,334.71,83.02,98.81,626.0,549.0,380.0,411.0,,,,163.44,89.14,,,,,,,,,108.0,,,,,131.0,,,,,,,
188.0,1659.0,89.0,275.0,263.0,85.0,82.17,81.64,80.62,1.025,324.73,81.8,59.94,414.0,492.0,398.0,368.0,,,,148.33,61.28,,,,,,,,,136.0,,,,,136.0,,,,,,,
228.0,1617.0,102.0,247.0,302.0,88.0,81.93,81.27,79.97,1.302,326.31,77.08,67.94,303.0,342.0,423.0,399.0,,,,142.73,60.71,,,,,,,,,128.0,,,,,130.0,,,,,,,
220.0,1608.0,101.0,245.0,296.0,89.0,82.27,81.87,80.83,1.042,329.71,78.58,69.11,323.0,341.0,408.0,395.0,1494.0,34.28,27.24,143.52,56.0,1233.0,1217.0,24.04,24.09,1.04,1.13,25.97,24.99,119.0,0.14,0.61,0.21,32.5,119.0,0.13,0.6,0.2,32.41,0.945,32.46,95.05
190.0,1623.0,90.0,229.0,280.0,87.0,82.1,81.58,80.69,0.896,330.07,78.89,52.52,388.0,420.0,371.0,364.0,1486.0,33.55,29.83,127.48,60.34,1236.0,1217.0,24.04,24.09,1.04,1.13,25.97,24.99,110.0,0.16,0.58,0.21,32.46,110.0,0.18,0.61,0.22,32.59,0.98,32.53,94.88
201.0,1621.0,90.0,225.0,282.0,87.0,82.13,81.55,80.84,0.709,330.13,76.92,58.23,472.0,474.0,363.0,380.0,1487.0,33.21,29.46,137.19,64.02,1240.0,1217.0,24.04,24.09,1.04,1.13,25.97,24.99,115.0,0.13,0.59,0.2,32.62,114.0,0.15,0.6,0.21,32.74,0.94,32.68,95.11
192.0,1638.0,91.0,224.0,285.0,87.0,82.16,81.43,80.61,0.824,330.58,75.49,69.49,389.0,363.0,372.0,378.0,1493.0,34.03,29.15,139.06,56.19,1238.0,1236.0,24.48,24.43,0.98,0.87,27.93,28.42,115.0,0.13,0.6,0.2,32.67,114.0,0.1,0.61,0.2,32.71,0.92,32.69,95.22
142.0,1665.0,66.0,247.0,274.0,84.0,82.31,81.75,79.8,1.951,333.91,80.93,64.48,393.0,682.0,391.0,293.0,1498.0,35.15,28.71,119.57,101.86,1239.0,1242.0,24.48,24.43,0.98,0.87,27.93,28.42,130.0,,,,32.24,136.0,0.15,0.61,0.2,32.62,,32.62,
190.0,1641.0,93.0,258.0,299.0,87.0,82.34,81.17,80.44,0.725,324.37,78.81,66.35,312.0,418.0,396.0,387.0,1502.0,35.13,30.54,142.68,69.94,1242.0,1241.0,24.48,24.43,0.98,0.87,27.93,28.42,130.0,0.1,0.61,0.2,32.800000000000004,129.0,0.11,0.58,0.21,32.48,0.905,32.730000000000004,95.74500000000002
222.0,1624.0,100.0,237.0,299.0,88.0,82.24,81.46,80.44,1.015,321.97,77.38,57.21,451.0,487.0,377.0,409.0,1492.0,34.13,31.48,128.89,71.9,1238.0,1265.0,24.55,24.72,1.1,1.13,22.05,21.56,119.0,0.12,0.6,0.2,32.55,119.0,0.12,0.6,0.21,32.265,0.925,32.39,95.15
214.0,1614.0,100.0,256.0,312.0,89.0,82.34,82.03,80.98,1.049,328.07,77.4,58.65,355.0,381.0,399.0,397.0,1499.0,34.27,33.42,154.7,68.52,1242.0,1241.0,24.55,24.72,1.1,1.13,22.05,21.56,124.0,0.13,0.61,0.2,32.69,124.0,0.12,0.6,0.2,32.68,0.93,32.69,95.16
218.0,1611.0,99.0,248.0,319.0,89.0,82.34,82.05,81.0,1.052,326.96,78.42,63.94,385.0,404.0,410.0,403.0,1499.0,34.88,36.87,149.7,72.33,1235.0,1240.0,24.55,24.72,1.1,1.13,22.05,21.56,126.0,0.12,0.6,0.21,32.56,125.0,0.1,0.61,0.21,32.49,0.925,32.53,95.17
221.0,1609.0,99.0,242.0,323.0,89.0,82.34,81.96,80.93,1.03,325.05,79.54,70.37,419.0,435.0,425.0,407.0,1503.0,33.15,25.48,145.04,76.22,1251.0,1260.0,25.57,25.84,1.26,1.17,24.01,24.99,129.0,0.11,0.59,0.2,32.76,127.0,0.14,0.6,0.2,32.5,0.92,32.63,95.21
223.0,1606.0,100.0,236.0,327.0,89.0,82.29,81.88,80.87,1.008,323.14,80.65,76.81,452.0,466.0,441.0,410.0,1479.0,30.6,35.09,140.38,80.11,1262.5,1265.0,25.57,25.84,1.26,1.17,24.01,24.99,132.0,,,,32.24,128.0,,,,32.265,,,
224.0,1603.0,100.0,258.0,326.0,89.0,82.07,81.84,80.98,0.859,320.03,80.95,77.88,466.0,482.0,429.0,414.0,1477.0,31.63,31.18,145.03,78.38,1251.0,1247.0,25.57,25.84,1.26,1.17,24.01,24.99,132.0,0.14,0.6,0.2,32.68,130.0,0.12,0.61,0.21,32.47,0.94,32.58,95.09
227.0,1595.0,100.0,291.0,346.0,87.0,82.09,81.89,80.69,1.194,319.9,78.51,91.99,369.0,352.0,455.0,451.0,1492.0,32.78,27.26,128.77,67.05,1251.0,1254.0,25.25,25.52,1.11,1.02,28.42,29.4,144.0,0.15,0.59,0.21,32.57,145.0,0.11,0.58,0.2,32.53,0.92,32.55,95.2
229.0,1612.0,100.0,288.0,313.0,86.0,82.12,81.72,80.6,1.121,319.02,76.41,76.03,414.0,335.0,422.0,405.0,1494.0,33.86,30.9,154.41,58.12,1246.0,1245.0,25.25,25.52,1.11,1.02,28.42,29.4,151.0,0.11,0.58,0.2,32.74,141.0,0.14,0.6,0.19,32.46,0.91,32.6,95.25
216.0,1610.0,100.0,268.0,308.0,85.0,82.13,81.72,80.57,1.151,320.45,76.12,71.76,442.0,395.0,423.0,412.0,1486.0,33.2,29.51,147.98,63.29,1241.0,1242.0,25.25,25.52,1.11,1.02,28.42,29.4,137.0,0.11,0.58,0.2,32.58,137.0,0.12,0.61,0.21,32.31,0.915,32.45,95.21
213.0,1629.0,100.0,262.0,311.0,86.0,82.18,82.07,80.96,1.109,321.21,76.92,74.0,405.0,356.0,421.0,410.0,1490.0,32.89,30.26,121.73,63.47,1242.0,1241.0,25.38,25.26,1.17,1.22,25.97,26.95,138.0,0.12,0.6,0.21,32.59,139.0,0.1,0.61,0.2,32.67,0.92,32.63,95.21
226.0,1633.0,101.0,291.0,327.0,86.0,82.48,82.53,81.3,1.224,320.99,81.39,91.87,392.0,363.0,433.0,433.0,1484.0,31.02,34.03,145.0,70.4,1256.0,1254.0,25.38,25.26,1.17,1.22,25.97,26.95,151.0,0.1,0.61,0.2,32.54,143.0,0.09,0.58,0.21,32.42,0.895,32.48,95.32
218.0,1617.0,100.0,278.0,311.0,85.0,82.45,82.3,80.98,1.327,320.41,78.83,78.73,421.0,358.0,433.0,441.0,1498.0,32.44,30.63,141.98,56.3,1262.5,1255.0,25.38,25.26,1.17,1.22,25.97,26.95,150.0,0.1,0.61,0.2,32.76,153.0,0.21,0.6,0.2,32.4,0.96,32.58,94.99
198.0,1632.0,94.0,260.0,320.0,84.0,82.03,81.68,80.65,1.023,318.93,80.08,60.04,414.0,353.0,403.0,411.0,1492.0,32.25,32.16,125.02,55.82,1259.0,1265.0,25.74,25.8,1.29,1.4550000000000003,26.95,27.44,136.0,0.12,0.6,0.2,32.54,134.0,0.16,0.6,0.19,32.75,0.935,32.65,95.13
221.0,1616.0,102.0,265.0,311.0,86.0,82.2,82.02,80.65,1.369,318.26,81.82,72.15,498.0,432.0,398.0,419.0,1487.0,32.39,31.49,137.94,58.38,1249.0,1247.0,25.74,25.8,1.29,1.4550000000000003,26.95,27.44,142.0,0.11,0.61,0.2,32.46,144.0,0.12,0.6,0.2,32.43,0.92,32.45,95.18
220.0,1609.0,91.0,233.0,241.0,86.0,82.06,81.77,80.72,1.05,322.66,77.02,55.28,431.0,382.0,369.0,366.0,1490.0,32.92,30.14,124.5,45.9,1251.0,1261.0,25.74,25.8,1.29,1.4550000000000003,26.95,27.44,151.0,0.16,0.6,0.19,32.6,152.0,0.13,0.59,0.21,32.73,0.94,32.67,95.11
291.5,1566.0,53.0,135.5,127.0,78.0,81.17999999999999,80.56,79.58500000000001,1.002,344.2125,81.24,58.55,656.875,700.5,274.0,328.0,1498.0,34.25,29.66,85.77,78.86,1235.0,1253.0,24.98,25.09,1.11,1.21,23.52,24.5,125.0,,,,32.24,94.5,0.15,0.6,0.19,32.265,,32.33,
214.0,1566.0,61.0,297.0,162.0,85.0,81.51,80.56,79.58500000000001,1.545,344.2125,79.61,55.67,442.0,625.0,348.0,371.0,1500.0,35.3,24.11874999999999,106.07,71.89,1240.0,1239.0,24.98,25.09,1.11,1.21,23.52,24.5,130.0,0.14,0.61,0.2,32.6,107.0,0.16,0.62,0.19,32.64,0.96,32.62,95.0
233.0,1613.0,105.0,307.5,344.0,89.0,82.2,82.06,80.87,1.194,317.76,87.62,84.66,366.0,446.0,492.0,469.0,1476.0,32.59,31.24,78.92,84.42,1240.0,1239.0,24.98,25.09,1.11,1.21,23.52,24.5,125.0,0.15,0.6,0.19,32.29,125.0,0.19,0.61,0.21,32.52,0.975,32.41,94.89
211.0,1643.0,98.0,280.0,333.0,89.0,82.3,82.27,81.77,0.511,320.14,90.06,85.75,281.0,327.0,447.0,435.0,1472.0,30.66,31.03,117.17,60.52,1250.0,1246.0,25.06,25.17,1.08,1.01,25.48,25.97,124.0,0.12,0.61,0.2,32.6,124.0,0.13,0.59,0.2,32.48,0.925,32.54,95.17
209.0,1628.0,101.0,307.5,318.0,89.0,82.53,82.49,81.12,1.367,325.54,82.25,99.73,368.0,434.0,450.0,425.0,1489.0,32.83,30.72,125.09,85.53,1251.0,1254.0,25.06,25.17,1.08,1.01,25.48,25.97,133.0,0.14,0.6,0.2,32.71,133.0,0.12,0.59,0.21,32.51,0.93,32.61,95.15
210.0,1635.0,94.0,307.5,347.0,89.0,82.37,82.32,81.36,0.961,318.95,88.68,88.16,348.0,445.0,496.5,461.0,1480.0,31.58,31.48,96.42,83.99,1248.0,1248.0,25.06,25.17,1.08,1.01,25.48,25.97,142.0,0.13,0.59,0.2,32.51,135.0,0.12,0.61,0.19,32.46,0.92,32.49,95.19
187.0,1633.0,88.0,307.5,342.0,87.0,82.21,81.96,81.45,0.664,323.57,81.47,89.89,265.0,353.0,494.0,462.0,1454.0,28.98,32.84,111.18,84.3,1249.0,1249.0,24.96,25.09,1.13,1.07,29.89,30.87,123.0,0.1,0.6,0.2,32.41,122.0,0.09,0.6,0.2,32.265,0.895,32.33,95.29
190.0,1642.0,85.0,228.0,241.0,89.0,82.29,82.35,81.14,1.207,329.46,79.55,78.43,471.0,540.0,426.0,426.0,1475.0,31.65,29.48,156.24,79.16,1244.0,1246.0,24.96,25.09,1.13,1.07,29.89,30.87,137.0,0.11,0.59,0.2,32.65,130.0,0.12,0.6,0.19,32.5,0.905,32.58,95.28
168.0,1651.0,80.0,261.0,299.0,88.0,83.03,81.78,81.63,0.25,326.29,79.81,74.45,564.0,410.0,300.0,429.0,1502.0,34.34,33.15,132.71,76.21,1246.0,1245.0,24.96,25.09,1.13,1.07,29.89,30.87,138.0,0.09,0.6,0.2,32.62,138.0,0.1,0.62,0.2,32.6,0.905,32.61,95.28
139.0,1675.0,65.0,178.0,315.0,86.0,82.94,82.31,81.59,0.72,332.07,81.29,98.18,594.0,418.0,368.0,486.0,1506.0,34.39,29.71,124.99,82.86,1259.0,1261.0,25.43,25.37,1.11,1.09,24.5,24.99,114.0,,,,32.24,139.0,0.1,0.59,0.21,32.51,,32.51,
220.0,1621.0,101.0,293.0,366.0,91.0,82.99,82.09,81.37,0.717,331.44,77.01,89.26,264.0,336.0,463.0,427.0,1478.0,32.54,28.42,165.59,73.95,1241.0,1247.0,25.43,25.37,1.11,1.09,24.5,24.99,130.0,0.11,0.58,0.19,32.58,130.0,0.13,0.61,0.2,32.61,0.91,32.6,95.25
217.0,1604.0,94.0,232.0,311.0,90.0,82.97,81.95,81.43,0.522,332.11,76.9,57.75,386.0,448.0,396.0,392.0,1489.0,34.53,31.17,147.58,83.04,1240.0,1241.0,25.43,25.37,1.11,1.09,24.5,24.99,114.0,0.1,0.59,0.21,32.61,114.0,0.11,0.6,0.2,32.54,0.905,32.58,95.28
206.0,1617.0,90.0,222.0,292.0,90.0,82.82,81.39,81.07,0.324,329.87,76.03,67.31,403.0,368.0,359.0,383.0,1489.0,35.03,30.18,118.71,78.4,1226.0,1224.0,23.06125000000001,23.065000000000005,1.03,1.32,23.52,23.03,115.0,0.12,0.6,0.21,32.54,112.0,0.13,0.59,0.21,32.28,0.93,32.41,95.12
174.0,1566.0,53.0,183.0,250.0,85.0,82.53,80.56,79.68,0.52,344.2125,78.49,74.02,504.0,484.0,332.0,334.0,1482.0,34.49,28.56,132.24,94.22,1226.0,1225.0,23.06125000000001,23.065000000000005,1.03,1.32,23.52,23.03,138.0,0.1,0.61,0.2,32.35,125.0,0.11,0.6,0.2,32.77,0.91,32.56,95.25
155.0,1566.0,54.0,239.0,127.0,86.0,82.5,80.56,79.58500000000001,1.958,344.2125,79.29,75.37,445.0,700.5,341.0,306.0,1472.0,33.8,24.11874999999999,125.37,99.91,1227.0,,23.06125000000001,23.065000000000005,1.03,1.32,23.52,23.03,123.0,0.13,0.59,0.21,32.7,140.0,,,,,,,
135.0,1667.0,70.0,252.0,127.0,87.0,82.91,81.94,80.65,1.294,333.84,81.3,76.33,375.0,647.0,392.0,415.0,1513.0,36.9,29.96,110.99,53.15,1237.0,1240.0,23.96,24.01,0.98,0.93,24.5,24.95,138.0,0.11,0.61,0.21,32.44,94.5,0.08,0.5249999999999999,0.19,32.37,0.85,32.41,95.54
177.0,1671.0,83.0,223.0,283.0,88.0,82.76,81.08,80.31,0.767,331.69,77.71,48.76,371.0,409.0,345.0,353.0,1505.0,36.63,30.33,116.79,55.82,1238.0,1243.0,23.96,24.01,0.98,0.93,24.5,24.95,124.0,0.13,0.58,0.2,32.61,123.0,0.11,0.645,0.19,32.58,0.945,32.6,95.07
147.0,1673.0,78.0,232.0,250.0,88.0,82.32,81.79,80.96,0.945,335.43,77.73,59.03,387.0,550.0,355.0,315.0,1483.0,34.05,31.26,122.91,54.98,1237.0,1232.0,23.96,24.01,0.98,0.93,24.5,24.95,105.0,0.08,0.5000000000000002,0.19,,110.0,0.1,0.64,0.22,,0.865,,
211.0,1657.0,89.0,200.0,225.0,91.0,82.43,81.52,81.81,0.408,344.2125,79.27,54.65,428.0,500.0,368.0,360.0,1490.0,34.09,25.8,115.05,65.14,1233.0,1234.0,23.98,23.87,1.01,1.12,29.89,27.44,130.0,0.22,0.52,0.2,32.24,113.0,0.11,0.55,0.17,32.265,0.885,32.33,
225.0,1635.0,105.0,264.0,307.0,91.0,82.08,81.85,81.29,0.555,319.05,83.07,71.99,341.0,415.0,409.0,392.0,1511.0,35.86,32.36,123.97,72.28,1243.0,1242.0,23.98,23.87,1.01,1.12,29.89,27.44,134.0,0.07,0.6,0.16000000000000003,32.24,134.0,0.12,0.55,0.19,32.265,0.845,32.33,
194.0,1653.0,94.0,275.0,315.0,91.0,82.11,81.52,81.0,0.516,324.87,77.32,68.54,300.0,365.0,407.0,413.0,1482.0,32.74,35.01,147.45,79.43,,,23.98,23.87,1.01,1.12,29.89,27.44,140.0,0.11,0.55,0.17,32.24,137.0,0.14,0.61,0.22,32.265,0.9,32.33,
150.0,1566.0,53.0,165.0,319.0,85.0,81.75,80.56,80.44,1.304,344.2125,80.19,81.07,656.875,516.0,247.0,414.0,1469.0,32.17,33.09,129.45,81.3,1233.0,1235.0,24.24,24.11,1.07,1.03,29.4,28.91,134.0,,,,32.24,129.0,0.13,0.58,0.2,32.265,,32.33,
219.0,1599.0,94.0,238.0,308.0,89.0,82.21,80.56,80.09,0.898,323.23,76.08,86.4,350.0,417.0,396.0,405.0,1467.0,31.72,30.25,130.93,76.76,1236.0,1233.0,24.24,24.11,1.07,1.03,29.4,28.91,120.0,,,,32.49,123.0,,,,,,,
214.0,1619.0,101.0,260.0,302.0,92.0,82.21,81.84,80.92,0.915,326.75,76.04,70.38,315.0,430.0,427.0,406.0,1484.0,,,146.26,77.86,,,24.24,24.11,1.07,1.03,29.4,28.91,125.0,0.09,0.6,0.2,32.55,125.0,0.13,0.61,0.21,32.52,0.92,32.54,95.19
213.0,1633.0,94.0,249.0,307.0,92.0,82.21,81.38,80.69,0.69,321.36,76.25,66.56,308.0,364.0,397.0,391.0,1479.0,33.0,32.59,125.58,69.58,1241.0,1238.0,24.36,24.58,1.09,0.98,24.99,24.5,123.0,0.1,0.6,0.19,32.64,124.0,0.13,0.58,0.2,32.55,0.9,32.6,95.31
127.5,1671.0,62.0,256.0,285.0,84.0,82.21,81.2,80.83,0.532,333.48,82.31,89.25,650.0,499.0,260.0,429.0,1497.0,34.28,25.8,126.28,78.54,1248.0,1246.0,24.36,24.58,1.09,0.98,24.99,24.5,131.0,,,,,132.0,0.17,0.61,0.2,32.75,,,
128.0,1566.0,53.0,211.0,127.0,80.0,82.18,80.56,80.73,,344.2125,84.63,86.53,502.0,632.0,308.0,281.0,1504.0,32.79,,81.06,66.03,1260.0,1265.0,24.74,24.89,1.13,1.09,22.05,21.56,131.0,0.2,0.62,0.21,32.51,109.0,0.03499999999999999,0.5249999999999999,0.16000000000000003,32.265,0.8075000000000001,32.33,94.66499999999998
212.0,1619.0,86.0,195.0,269.0,87.0,81.17999999999999,80.63,80.85,1.088,337.61,79.3,58.57,479.0,556.0,377.0,329.0,1480.0,33.75,24.11874999999999,107.55,76.34,1233.0,1231.0,24.74,24.89,1.13,1.09,22.05,21.56,109.0,0.17,0.6,0.2,32.67,113.0,0.14,0.59,0.19,32.52,0.945,32.6,95.07
224.0,1598.0,100.0,285.0,292.0,89.0,81.17999999999999,81.92,81.07,0.847,321.0,78.94,77.27,329.0,460.0,434.0,398.0,1501.0,34.98,27.88,130.1,80.45,1245.0,1243.0,24.74,24.89,1.13,1.09,22.05,21.56,130.0,0.14,0.57,0.2,32.51,129.0,0.11,0.59,0.21,32.74,0.91,32.63,95.26
224.0,1611.0,102.0,297.0,325.0,90.0,81.17999999999999,81.88,80.93,0.957,323.64,76.42,92.39,292.0,409.0,472.0,421.0,1487.0,34.52,30.44,130.1,80.42,1234.0,1233.0,23.92,23.98,0.92,1.08,24.01,23.03,135.0,0.12,0.59,0.21,32.71,136.0,0.15,0.61,0.2,32.65,0.94,32.68,95.11
