D1,DS1,DSF,DpA,DpB,T1,T2,T3,T4,deltaT,P,M01,M02,VA,VB,D2A,D2B,Ds,TS1,SF,D3A,D3B,DS2A,DS2B,POA,POB,TsA,TsB,SFA,SFB,DgA,YseA,YsynA,YuntA,CaoA,DgB,YseB,YsynB,YuntB,CaoB,Ym,CaO,R
229.0,1646.0,110.0,192.0,304.0,85.0,81.17999999999999,82.51,81.39,1.116,316.98,89.44,60.73,367.0,454.0,380.0,393.0,1483.0,32.9,33.5,114.86,64.99,1246.0,1247.0,24.42,24.55,0.91,0.94,25.48,25.97,134.0,0.12,0.54,0.21,32.53,135.0,0.14,0.56,0.21,32.5,0.89,32.52,95.35
192.0,1663.0,92.0,189.0,171.0,84.0,81.17999999999999,82.11,81.57,0.886,322.99,85.62,54.84,431.0,626.0,347.0,360.0,1486.0,32.63,29.94,105.36,77.7,1255.0,1252.0,25.24,25.16,0.94,0.89,26.95,27.44,139.0,0.09,0.55,0.2,32.4,94.5,0.09,0.55,0.21,32.66,0.845,32.53,95.58
202.0,1663.0,99.0,199.0,255.0,84.0,81.17999999999999,82.39,81.17,1.217,322.24,86.38,56.48,377.0,518.0,344.0,343.0,1501.0,34.29,30.5,106.8,85.01,1253.0,1252.0,25.24,25.16,0.94,0.89,26.95,27.44,137.0,0.12,0.54,0.21,32.51,136.0,0.12,0.55,0.21,32.53,0.875,32.52,95.43
174.0,1661.0,79.0,176.0,264.0,81.0,81.17999999999999,81.46,81.26,0.514,324.43,83.73,73.35,608.0,418.0,266.0,402.0,1514.0,36.52,29.46,107.52,111.87,1250.0,1244.0,25.24,25.16,0.94,0.89,26.95,27.44,138.0,0.07,0.56,0.2,32.44,139.0,0.12,0.55,0.21,32.5,0.855,32.47,95.52
127.5,1673.0,60.0,175.0,272.0,80.0,81.17999999999999,81.13,80.84,0.298,330.37,80.3,93.4,656.875,442.0,255.0,452.0,1503.0,35.2,31.42,68.37,136.72,,1246.0,23.06125000000001,24.63,0.5,0.8,24.5,24.01,124.0,,,,,132.0,0.11,0.58,0.21,32.52,,,
134.0,1666.0,60.0,285.0,303.0,82.0,81.17999999999999,80.56,79.98,0.474,329.64,81.98,99.95,656.875,471.0,261.0,462.0,1470.0,32.89,27.26,63.64,139.04,,1239.0,23.06125000000001,24.63,0.5,0.8,24.5,24.01,129.0,,,,,139.0,0.07,0.6,0.21,32.56,,,
158.0,1656.0,75.0,258.0,261.0,84.0,81.17999999999999,80.56,80.0,0.448,326.27,81.57,74.97,476.0,450.0,320.0,422.0,1470.0,34.49,32.23,86.8,133.15,1218.5,1217.0,23.06125000000001,24.63,0.5,0.8,24.5,24.01,119.0,0.23500000000000001,0.57,0.21,32.68,121.0,0.17,0.56,0.21,32.58,1.0274999999999999,32.63,94.66499999999998
190.0,1647.0,90.0,169.0,239.0,85.0,81.17999999999999,81.66,80.48,1.169,328.64,81.23,50.67,510.0,498.0,330.0,354.0,1495.0,35.67,32.1,81.31,102.9,1233.0,1217.0,,,,,,,93.0,0.1,0.56,0.2,32.5,121.0,0.12,0.55,0.2,32.42,0.865,32.46,95.47
242.0,1615.0,108.0,238.0,252.0,85.0,81.17999999999999,82.17,80.9,1.27,323.47,86.3,55.77,441.0,477.0,358.0,401.0,1481.0,33.93,30.05,92.62,119.92,1239.0,1239.0,,,,,,,133.0,,,,,134.0,,,,,,,
140.0,1673.0,67.0,248.0,267.0,80.0,81.17999999999999,81.44,81.06,0.489,332.64,83.39,71.54,656.875,528.0,289.0,429.0,,,,77.45,98.53,,,,,,,,,123.0,,,,,119.0,,,,,,,
170.0,1646.0,77.0,135.5,224.0,83.0,81.17999999999999,80.56,81.0,0.721,344.2125,84.22,40.92,656.875,598.0,344.0,323.0,1488.0,33.68,31.67,96.75,103.33,1244.0,1244.0,24.37,24.28,0.89,0.92,28.42,27.93,101.0,0.12,0.54,0.2,32.49,131.0,0.1,0.53,0.21,32.65,0.85,32.57,95.56
221.0,1647.0,111.0,222.0,240.0,87.0,81.17999999999999,82.53,81.33,1.2,318.54,88.49,52.22,436.0,449.0,333.0,359.0,1509.0,35.94,29.65,94.76,93.61,1238.0,1235.0,24.37,24.28,0.89,0.92,28.42,27.93,129.0,0.14,0.56,0.2,32.62,130.0,0.13,0.55,0.21,32.6,0.895,32.61,95.33
204.0,1668.0,95.0,224.0,248.0,84.0,81.17999999999999,82.27,81.43,0.84,324.91,87.84,68.04,449.0,422.0,308.0,379.0,1484.0,33.04,32.03,107.67,96.85,1247.0,1249.0,24.37,24.28,0.89,0.92,28.42,27.93,136.0,0.12,0.56,0.2,32.6,134.0,0.16,0.58,0.21,32.64,0.915,32.62,95.23
173.0,1663.0,82.0,158.0,229.0,84.0,81.17999999999999,81.96,81.34,1.088,322.5,85.38,60.63,568.0,533.0,340.0,342.0,1488.0,33.54,31.97,76.42,83.57,1246.0,1247.0,25.22,25.37,0.97,0.91,28.42,27.93,110.0,0.13,0.54,0.2,32.52,114.0,0.14,0.55,0.21,32.48,0.885,32.5,95.37
194.0,1658.0,90.0,214.0,233.0,86.0,81.17999999999999,81.96,81.39,0.574,323.63,83.99,48.43,412.0,463.0,345.0,331.0,1502.0,33.99,27.55,97.15,93.7,1253.0,1257.0,25.22,25.37,0.97,0.91,28.42,27.93,123.0,0.14,0.53,0.22,32.5,124.0,0.12,0.54,0.22,32.51,0.885,32.51,95.37
225.0,1648.0,110.0,216.0,223.0,88.0,81.17999999999999,82.93,82.01,0.926,321.08,86.82,48.57,388.0,488.0,353.0,335.0,1490.0,33.36,28.99,95.07,103.65,1251.0,1253.0,25.22,25.37,0.97,0.91,28.42,27.93,125.0,0.12,0.54,0.2,32.49,125.0,0.1,0.55,0.21,32.58,0.86,32.54,95.51
247.0,1631.0,110.0,229.0,264.0,87.0,81.17999999999999,82.61,81.77,0.837,315.03,89.52,73.6,373.0,397.0,367.0,393.0,1497.0,34.45,32.34,84.09,98.64,1247.0,1246.0,25.51,25.42,1.02,0.97,28.42,28.91,131.0,0.12,0.55,0.2,32.53,129.0,0.11,0.56,0.2,32.55,0.87,32.54,95.45
253.0,1610.0,110.0,248.0,244.0,88.0,81.17999999999999,82.49,81.54,0.954,316.02,88.52,75.83,394.0,392.0,400.0,393.0,1502.0,34.14,32.28,81.76,127.41,1252.0,1250.0,25.51,25.42,1.02,0.97,28.42,28.91,135.0,0.09,0.59,0.2,32.57,134.0,0.11,0.6,0.21,32.4,0.9,32.49,95.29
196.0,1646.0,93.0,227.0,241.0,87.0,81.17999999999999,82.1,81.37,0.727,324.64,85.37,49.4,452.0,507.0,347.0,355.0,1475.0,31.32,29.03,86.92,107.54,1254.0,1254.0,25.51,25.42,1.02,0.97,28.42,28.91,129.0,0.1,0.6,0.2,32.44,129.0,0.1,0.59,0.21,32.62,0.9,32.53,95.3
239.0,1654.0,110.0,203.0,223.0,88.0,81.17999999999999,82.46,81.53,0.926,318.3,88.57,52.49,466.0,526.0,341.0,349.0,1497.0,35.13,27.8,95.81,109.18,1234.0,1238.0,24.82,24.89,1.01,1.04,30.38,30.87,138.0,0.13,0.61,0.21,32.49,141.0,0.11,0.6,0.22,32.51,0.94,32.5,95.08
228.0,1656.0,110.0,198.0,219.0,88.0,81.17999999999999,82.72,81.62,1.105,318.34,91.42,47.64,404.0,501.0,348.0,346.0,1500.0,34.77,32.28,93.31,102.47,1246.0,1247.0,24.82,24.89,1.01,1.04,30.38,30.87,135.0,0.17,0.65,0.21,32.69,139.0,0.17,0.63,0.2,32.48,1.015,32.59,94.7
247.0,1639.0,110.0,226.0,240.0,88.0,81.17999999999999,82.72,81.79,0.926,317.85,91.04,57.59,386.0,490.0,365.0,370.0,1495.0,32.81,29.27,96.91,114.25,1260.0,1259.0,24.82,24.89,1.01,1.04,30.38,30.87,136.0,0.13,0.62,0.21,32.5,141.0,0.12,0.6,0.21,32.6,0.945,32.55,95.06
178.0,1651.0,88.0,193.0,210.0,86.0,81.17999999999999,82.1,81.27,0.833,324.94,85.61,58.6,443.0,538.0,361.0,349.0,1475.0,31.64,31.3,96.4,105.33,1255.0,1253.0,24.81,24.89,1.04,1.06,31.85,32.34,132.0,0.13,0.57,0.2,32.48,117.0,0.16,0.56,0.21,32.4,0.915,32.44,95.2
237.0,1631.0,105.0,228.0,258.0,87.0,81.17999999999999,82.16,81.26,0.899,318.18,87.47,59.61,406.0,466.0,367.0,386.0,1497.0,34.58,30.75,97.2,102.64,1244.0,1241.0,24.81,24.89,1.04,1.06,31.85,32.34,131.0,0.12,0.59,0.2,32.69,132.0,0.11,0.56,0.21,32.57,0.895,32.63,95.34
209.0,1653.0,101.0,219.0,257.0,87.0,81.17999999999999,82.23,81.37,0.866,318.52,86.83,52.7,433.0,518.0,350.0,372.0,1497.0,34.58,32.77,103.53,92.34,1246.0,1245.0,24.81,24.89,1.04,1.06,31.85,32.34,131.0,0.14,0.58,0.2,32.51,131.0,0.13,0.57,0.21,32.53,0.915,32.52,95.22
240.0,1656.0,110.0,220.0,245.0,88.0,82.69,82.55,81.61,0.935,318.71,87.59,56.85,404.0,486.0,351.0,379.0,1498.0,34.56,31.61,100.69,96.5,1245.0,1246.0,24.66,24.7,0.98,1.01,31.36,31.85,140.0,0.13,0.57,0.21,32.46,141.0,0.11,0.55,0.21,32.57,0.89,32.52,95.35
244.0,1607.0,102.0,224.0,256.0,86.0,82.44,82.24,80.9,1.335,322.04,87.07,70.84,400.0,473.0,366.0,386.0,1503.0,35.43,30.82,103.32,94.88,1243.0,1245.0,24.66,24.7,0.98,1.01,31.36,31.85,131.0,0.14,0.56,0.2,32.47,131.0,0.13,0.55,0.22,32.49,0.9,32.48,95.29
215.0,1653.0,110.0,223.0,243.0,87.0,82.71,82.5,81.45,1.05,316.95,90.29,49.29,379.0,497.0,368.0,358.0,1478.0,32.7,32.34,104.32,97.76,1244.0,1245.0,24.66,24.7,0.98,1.01,31.36,31.85,133.0,0.12,0.54,0.2,32.61,132.0,0.13,0.5249999999999999,0.21,32.52,0.86,32.57,95.51
243.0,1652.0,110.0,235.0,258.0,89.0,82.63,82.43,80.94,1.494,315.46,89.35,64.6,418.0,491.0,371.0,388.0,1501.0,34.49,32.1,97.69,104.84,1246.0,1248.0,24.85,24.79,0.95,0.98,31.85,30.38,140.0,0.13,0.53,0.22,32.41,145.0,0.14,0.5249999999999999,0.23,32.46,0.875,32.44,95.41
239.0,1626.0,110.0,240.0,257.0,88.0,82.41,82.18,80.73,1.45,315.53,89.04,69.99,331.0,404.0,404.0,407.0,1500.0,34.49,34.85,105.22,116.09,1250.0,1250.0,24.85,24.79,0.95,0.98,31.85,30.38,140.0,0.14,0.55,0.21,32.32,142.0,0.12,0.55,0.2,32.54,0.885,32.43,95.36
256.0,1615.0,109.0,241.0,266.0,89.0,82.26,82.0,80.66,1.335,314.89,87.05,60.42,406.0,498.0,383.0,387.0,1506.0,35.78,29.52,107.19,108.67,1243.0,1242.0,24.85,24.79,0.95,0.98,31.85,30.38,136.0,0.14,0.56,0.2,32.55,138.0,0.15,0.57,0.2,32.58,0.91,32.57,95.25
220.0,1566.0,53.0,135.5,127.0,73.0,81.17999999999999,80.56,79.58500000000001,0.988,344.2125,85.19,92.5,656.875,700.5,261.0,275.5,1502.0,35.25,28.58,90.86,60.9,1245.0,1246.0,24.78,24.62,0.88,0.75,31.36,31.85,98.0,0.11,0.57,0.2,32.49,154.5,0.12,0.57,0.21,32.51,0.89,32.5,95.34
242.0,1566.0,82.0,207.0,235.0,86.0,81.17999999999999,80.56,79.58500000000001,1.461,321.87,85.64,66.54,487.0,521.0,335.0,342.0,1469.0,32.33,32.5,93.77,115.75,1235.0,1237.0,24.78,24.62,0.88,0.75,31.36,31.85,135.0,0.07,0.56,0.21,32.55,136.0,0.09,0.57,0.2,32.47,0.85,32.51,95.56
246.0,1619.0,110.0,239.0,249.0,88.0,82.76,82.55,81.37,1.168,317.71,88.81,66.11,491.0,554.0,366.0,397.0,1495.0,35.74,30.74,97.89,115.57,1231.0,1234.0,24.78,24.62,0.88,0.75,31.36,31.85,137.0,0.14,0.51,0.2,32.51,138.0,0.1,0.54,0.21,32.44,0.85,32.48,95.55
247.0,1633.0,108.0,261.0,259.0,89.0,82.75,82.55,81.38,1.171,315.84,88.48,82.57,447.0,494.0,384.0,419.0,1490.0,33.43,33.08,85.36,117.66,1247.0,1249.0,24.87,24.92,0.9,0.94,29.89,30.38,138.0,0.09,0.5000000000000002,0.2,32.55,139.0,0.07,0.53,0.21,32.51,0.8075000000000001,32.53,95.74500000000002
239.0,1628.0,110.0,257.0,269.0,89.0,82.49,82.28,80.78,1.497,318.14,85.22,69.22,443.0,467.0,389.0,406.0,1490.0,33.9,27.07,88.57,122.3,1245.0,1246.0,24.87,24.92,0.9,0.94,29.89,30.38,138.0,0.1,0.53,0.2,32.53,140.0,0.11,0.55,0.2,32.55,0.845,32.54,95.59
249.0,1642.0,110.0,239.0,238.0,88.0,82.8,82.65,81.6,1.051,318.1,89.57,67.82,387.0,463.0,369.0,388.0,1480.0,33.34,31.18,100.13,124.77,1244.0,1244.0,24.87,24.92,0.9,0.94,29.89,30.38,138.0,0.12,0.56,0.21,32.5,140.0,0.1,0.58,0.2,32.41,0.885,32.46,95.36
223.0,1645.0,110.0,236.0,237.0,89.0,83.03,82.88,81.75,1.133,314.98,91.42,72.07,462.0,531.0,393.0,389.0,1485.0,32.72,32.24,104.19,112.54,1253.0,1253.0,24.57,24.38,0.81,0.76,32.34,31.85,138.0,0.15,0.51,0.2,32.65,140.0,0.15,0.56,0.21,32.56,0.89,32.61,95.36
220.0,1640.0,97.0,242.0,262.0,88.0,82.32,82.17,81.04,1.136,322.81,87.25,65.75,427.0,473.0,377.0,383.0,1493.0,34.05,30.02,103.31,114.15,1248.0,1250.0,24.57,24.38,0.81,0.76,32.34,31.85,140.0,0.14,0.54,0.22,32.56,139.0,0.14,0.57,0.21,32.7,0.91,32.63,95.26
222.0,1647.0,110.0,234.0,232.0,90.0,82.78,82.58,81.53,1.048,317.08,87.72,63.5,430.0,498.0,367.0,387.0,1493.0,34.59,31.48,96.64,130.06,1241.0,1240.0,24.57,24.38,0.81,0.76,32.34,31.85,131.0,0.14,0.57,0.22,32.59,131.0,0.13,0.58,0.23,32.5,0.935,32.55,95.12
244.0,1648.0,110.0,238.0,245.0,89.0,82.73,82.55,81.56,0.991,315.53,90.45,71.84,429.0,480.0,374.0,390.0,1495.0,34.37,32.1,90.26,123.54,1241.0,1244.0,24.57,24.5,1.02,0.98,31.85,31.36,135.0,0.08,0.56,0.21,32.47,135.0,0.1,0.58,0.2,32.51,0.865,32.49,95.47
239.0,1624.0,110.0,242.0,242.0,90.0,82.52,82.33,81.38,0.949,314.82,91.53,72.92,403.0,439.0,376.0,413.0,1493.0,33.14,33.09,92.28,139.18,1255.0,1255.0,24.57,24.5,1.02,0.98,31.85,31.36,134.0,0.11,0.59,0.2,32.53,135.0,0.11,0.58,0.2,32.54,0.895,32.54,95.32
257.0,1613.0,110.0,240.0,234.0,90.0,82.48,82.27,81.0,1.263,315.03,93.27,70.39,450.0,509.0,379.0,395.0,1494.0,34.57,30.26,98.02,134.31,1241.0,1239.0,24.57,24.5,1.02,0.98,31.85,31.36,136.0,0.07,0.61,0.23,32.44,136.0,0.08,0.58,0.23,32.55,0.9,32.5,95.29
195.0,1611.0,91.0,196.0,200.0,89.0,81.35,81.1,80.39,0.711,316.91,86.98,50.0,431.0,513.0,325.0,329.0,1500.0,34.74,33.38,90.29,115.95,1247.0,1249.0,24.47,24.68,1.01,0.98,31.36,30.87,113.0,0.11,0.62,0.21,32.56,110.0,0.12,0.59,0.21,32.54,0.93,32.55,95.14
170.0,1647.0,80.0,178.0,179.0,88.0,81.42,81.04,80.4,0.645,325.3,82.71,47.53,507.0,548.0,290.0,281.0,1475.0,32.8,30.99,72.36,96.12,1242.0,1243.0,24.47,24.68,1.01,0.98,31.36,30.87,105.0,0.1,0.6,0.22,32.68,101.0,0.11,0.61,0.2,32.51,0.92,32.6,95.2
246.0,1621.0,110.0,286.0,278.0,89.0,82.57,82.36,81.17,1.186,323.14,83.03,91.29,311.0,378.0,417.0,426.0,1495.0,34.79,29.46,85.57,111.18,1239.0,1240.0,24.47,24.68,1.01,0.98,31.36,30.87,126.0,0.1,0.64,0.23,32.66,122.0,0.1,0.63,0.23,32.45,0.965,32.56,94.96
178.0,1637.0,80.0,242.0,248.0,85.0,82.06,81.72,80.67,1.046,330.25,79.32,70.24,433.0,468.0,361.0,372.0,1471.0,,34.48,77.95,91.66,1241.0,1245.0,24.87,24.73,1.02,0.96,30.87,30.38,105.0,0.13,0.6599999999999999,0.2,32.61,100.0,0.11,0.645,0.22,32.68,0.995,32.65,94.82
144.0,1676.0,65.0,216.0,206.0,82.0,82.02,80.72,80.39,0.567,331.35,78.62,62.0,412.0,554.0,308.0,285.0,1463.0,,33.32,81.82,107.14,1246.0,1251.0,24.87,24.73,1.02,0.96,30.87,30.38,122.0,,,,,123.0,,,,,,,
127.5,1690.0,60.0,228.0,127.0,81.0,81.94,80.56,79.86,0.4,328.68,81.18,90.72,244.0,700.5,395.0,275.5,1509.0,,29.53,94.23,145.14,1252.0,,24.87,24.73,1.02,0.96,30.87,30.38,117.0,0.18,0.55,0.22,32.63,145.0,0.11,0.645,0.21,32.67,1.005,32.65,94.77
127.5,1691.0,60.0,223.0,127.0,83.0,82.72,80.56,81.34,,325.81,82.03,92.24,548.0,677.0,322.0,391.0,1498.0,,32.22,96.85,107.12,1262.5,1265.0,26.31,26.305,0.88,1.05,30.38,28.42,130.0,0.12,0.56,0.21,32.5,140.0,,,,,,,
127.5,1691.0,60.0,135.5,267.0,82.0,82.38,80.56,80.89,,323.52,81.7,83.92,656.875,508.0,244.5,444.0,1500.0,,29.1,91.25,133.53,,1265.0,26.31,26.305,0.88,1.05,30.38,28.42,120.0,,,,,145.0,0.12,0.645,0.22,32.59,,,
127.5,1677.0,62.0,135.5,202.0,82.0,82.58,80.93,81.07,0.259,323.36,81.41,64.02,610.0,588.0,406.0,383.0,1492.0,,26.28,121.22,127.85,1262.5,1265.0,26.3,26.305,0.89,0.99,27.44,28.42,139.0,,,,,149.0,0.07,0.645,0.23,32.53,,,
171.0,1660.0,83.0,259.0,196.0,88.0,82.62,82.14,81.09,1.057,328.14,84.39,55.45,451.0,614.0,381.0,379.0,1477.0,,27.07,103.18,120.72,1256.0,1253.0,26.3,26.305,0.89,0.99,27.44,28.42,130.0,0.07,0.55,0.21,32.56,135.0,0.07,0.53,0.23,32.5,0.83,32.53,95.66
191.0,1653.0,90.0,233.0,250.0,88.0,82.16,81.91,80.82,1.094,329.57,80.58,69.66,378.0,462.0,366.0,362.0,1486.0,,29.0,98.83,103.76,1229.0,1230.0,24.06,24.15,1.03,0.98,27.93,28.42,120.0,0.07,0.54,0.2,32.55,120.0,0.07,0.55,0.21,32.46,0.82,32.51,95.71
198.0,1636.0,90.0,228.0,227.0,88.0,82.15,81.85,80.71,1.141,331.74,81.16,52.09,459.0,455.0,334.0,355.0,1456.0,,29.83,80.76,121.83,1238.0,1238.0,24.06,24.15,1.03,0.98,27.93,28.42,111.0,0.05,0.55,0.21,32.53,110.0,0.08,0.55,0.21,32.74,0.825,32.64,95.7
192.0,1649.0,90.0,218.0,227.0,89.0,82.65,82.42,81.29,1.129,332.48,83.56,53.0,474.0,517.0,332.0,341.0,1465.0,,30.85,88.97,102.06,1238.0,1241.0,24.06,24.15,1.03,0.98,27.93,28.42,114.0,0.11,0.57,0.2,32.77,114.0,0.1,0.58,0.21,32.69,0.885,32.73,95.4
192.0,1654.0,90.0,222.0,237.0,88.0,82.36,82.11,80.95,1.161,329.66,83.25,60.38,459.0,502.0,340.0,342.0,1492.0,,31.3,92.25,98.3,1241.0,1243.0,24.38,24.43,0.9,0.93,31.85,31.85,120.0,0.08,0.54,0.2,32.51,120.0,0.1,0.56,0.22,32.48,0.85,32.5,95.55
187.0,1645.0,90.0,221.0,242.0,88.0,82.17,81.9,80.64,1.256,331.04,82.29,62.99,446.0,461.0,356.0,348.0,1497.0,,24.5,96.17,99.39,1240.0,1239.0,24.38,24.43,0.9,0.93,31.85,31.85,120.0,0.09,0.55,0.21,32.51,120.0,0.1,0.55,0.21,32.52,0.855,32.52,95.53
195.0,1629.0,90.0,224.0,235.0,88.0,82.55,82.33,81.07,1.254,331.82,83.34,62.04,455.0,529.0,347.0,349.0,1468.0,,28.79,104.47,99.3,1241.0,1239.0,24.38,24.43,0.9,0.93,31.85,31.85,115.0,0.09,0.56,0.21,32.65,115.0,0.09,0.58,0.22,32.49,0.875,32.57,95.43
194.0,1637.0,70.0,177.0,218.0,85.0,82.45,80.56,80.73,1.278,344.2125,82.36,59.47,559.0,578.0,302.0,297.0,1469.0,,30.14,70.76,95.54,1242.0,1242.0,24.67,24.73,0.95,1.01,28.91,29.4,113.0,0.09,0.55,0.19,32.63,110.0,0.11,0.56,0.19,32.57,0.845,32.6,95.59
208.0,1653.0,95.0,220.0,242.0,87.0,82.73,80.56,80.38,1.008,314.53,83.53,62.29,447.0,502.0,361.0,360.0,1468.0,,28.97,103.15,107.08,1245.0,1245.0,24.67,24.73,0.95,1.01,28.91,29.4,119.0,0.1,0.54,0.2,32.52,119.0,0.11,0.57,0.21,32.51,0.865,32.52,95.48
228.0,1644.0,100.0,218.0,241.0,88.0,83.21,80.56,80.83,,311.51,84.2,64.75,482.0,552.0,361.0,350.0,1515.0,,27.2,96.32,100.81,1241.0,1241.0,24.67,24.73,0.95,1.01,28.91,29.4,120.0,0.14,0.57,0.19,32.69,120.0,0.1,0.59,0.2,32.56,0.895,32.63,95.34
216.0,1643.0,100.0,230.0,243.0,85.0,83.23,80.56,81.02,,344.2125,83.91,67.59,440.0,519.0,373.0,358.0,1510.0,35.23,31.91,80.77,99.27,1254.0,1254.0,25.05,24.99,0.9,1.03,24.99,26.95,127.0,0.1,0.58,0.2,32.64,125.0,0.14,0.6,0.19,32.69,0.905,32.67,95.29
214.0,1634.0,75.0,173.0,209.0,86.0,81.94,80.56,80.44,1.577,344.2125,85.77,72.86,555.0,557.0,300.0,361.0,1481.0,33.34,34.16,73.41,111.81,1243.0,1242.0,25.05,24.99,0.9,1.03,24.99,26.95,118.0,0.09,0.58,0.21,32.51,125.0,0.06,0.61,0.22,32.53,0.885,32.52,95.37
235.0,1637.0,106.0,243.0,252.0,90.0,82.55,82.34,81.06,1.279,319.81,88.01,69.43,403.0,456.0,383.0,395.0,1520.0,37.68,27.01,106.79,116.87,1240.0,1241.0,25.05,24.99,0.9,1.03,24.99,26.95,135.0,0.08,0.57,0.2,32.49,135.0,0.1,0.6,0.19,32.57,0.87,32.53,95.45
236.0,1627.0,104.0,257.0,294.0,89.0,82.5,82.31,80.84,1.47,323.43,86.38,91.41,453.0,507.0,413.0,415.0,1496.0,35.38,33.44,105.23,99.79,1244.0,1245.0,24.89,24.77,1.09,0.98,29.4,28.91,131.0,0.09,0.58,0.2,32.72,131.0,0.11,0.62,0.2,32.61,0.9,32.67,95.32
177.0,1623.0,78.0,223.0,234.0,86.0,82.12,81.86,80.89,0.975,328.58,80.75,73.71,367.0,531.0,389.0,305.0,1487.0,33.72,35.22,111.1,112.23,1244.0,1244.0,24.89,24.77,1.09,0.98,29.4,28.91,117.0,0.12,0.57,0.22,32.68,117.0,0.13,0.61,0.22,32.64,0.935,32.66,95.13
189.0,1632.0,93.0,255.0,235.0,89.0,82.41,82.16,80.8,1.359,323.52,83.35,88.32,367.0,521.0,397.0,324.0,1514.0,36.94,25.07,96.72,100.96,1242.0,1241.0,24.89,24.77,1.09,0.98,29.4,28.91,128.0,0.12,0.57,0.22,32.56,129.0,0.13,0.61,0.22,32.48,0.935,32.52,95.11
253.0,1621.0,109.0,241.0,258.0,91.0,82.51,82.26,80.79,1.479,319.66,88.47,75.91,416.0,448.0,415.0,398.0,1477.0,32.13,31.67,119.08,120.8,1246.0,1245.0,24.71,24.86,1.03,0.97,28.91,29.4,134.0,0.1,0.61,0.21,32.57,133.0,0.16,0.62,0.2,32.56,0.95,32.57,95.04
239.0,1627.0,111.0,242.0,270.0,92.0,82.45,82.21,80.77,1.437,319.59,89.36,71.87,403.0,414.0,388.0,395.0,1511.0,36.24,31.6,102.98,111.2,1243.0,1244.0,24.71,24.86,1.03,0.97,28.91,29.4,137.0,0.12,0.65,0.2,32.51,137.0,0.11,0.64,0.21,32.5,0.965,32.51,94.95
211.0,1634.0,104.0,255.0,279.0,90.0,82.25,82.03,80.68,1.342,321.31,86.3,68.13,454.0,502.0,388.0,398.0,1491.0,34.2,33.02,111.02,113.04,1245.0,1246.0,24.71,24.86,1.03,0.97,28.91,29.4,135.0,0.09,0.64,0.21,32.51,135.0,0.11,0.61,0.23,32.52,0.945,32.52,95.06
263.0,1629.0,100.0,252.0,272.0,90.0,81.81,81.51,80.13,1.38,323.12,84.25,69.0,357.0,326.0,397.0,400.0,1481.0,33.47,29.89,99.54,94.02,1241.0,1243.0,24.31,24.45,1.07,1.03,29.4,29.89,130.0,0.11,0.62,0.22,32.51,130.0,0.12,0.6,0.22,32.67,0.945,32.59,95.07
254.0,1612.0,108.0,253.0,264.0,90.0,82.25,81.98,80.36,1.613,324.63,88.07,82.73,374.0,333.0,412.0,419.0,1498.0,35.24,32.46,104.58,116.04,1237.0,1238.0,24.31,24.45,1.07,1.03,29.4,29.89,134.0,0.11,0.6,0.22,32.55,134.0,0.12,0.59,0.23,32.6,0.935,32.58,95.12
251.0,1599.0,110.0,247.0,231.0,90.0,82.59,82.36,80.89,1.472,324.79,93.28,61.21,453.0,529.0,390.0,351.0,1483.0,33.45,31.97,125.0,122.52,1240.0,1241.0,24.31,24.45,1.07,1.03,29.4,29.89,135.0,0.11,0.58,0.22,32.56,135.0,0.11,0.57,0.2,32.51,0.895,32.54,95.32
195.0,1622.0,88.0,198.0,188.0,87.0,82.11,81.9,80.75,1.152,327.54,89.95,71.85,492.0,564.0,333.0,387.0,1506.0,36.44,32.16,120.55,111.26,1238.0,1239.0,24.8,24.71,0.98,1.01,29.4,29.89,128.0,0.14,0.58,0.2,32.45,113.0,0.12,0.59,0.2,32.59,0.915,32.52,95.22
259.0,1601.0,108.0,242.0,250.0,90.0,82.65,82.42,81.02,1.403,325.26,99.93,65.25,452.0,488.0,382.0,381.0,1482.0,32.81,30.26,105.75,123.51,1241.0,1242.0,24.8,24.71,0.98,1.01,29.4,29.89,121.0,0.1,0.57,0.21,32.42,129.0,0.09,0.58,0.2,32.45,0.875,32.44,95.41
254.0,1605.0,110.0,224.0,247.0,89.0,82.28,82.06,80.62,1.44,318.27,97.07,60.89,427.0,464.0,382.0,387.0,1474.0,31.76,31.47,127.5,114.51,1248.0,1248.0,24.8,24.71,0.98,1.01,29.4,29.89,129.0,0.13,0.61,0.2,32.54,131.0,0.12,0.57,0.22,32.47,0.925,32.51,95.16
203.0,1630.0,94.0,192.0,270.0,88.0,82.16,81.9,80.71,1.192,325.62,90.92,62.73,525.0,508.0,361.0,381.0,1508.0,35.84,30.86,114.43,104.9,1245.0,1245.0,24.68,24.7,1.04,0.98,30.38,29.89,130.0,0.14,0.59,0.21,32.48,130.0,0.12,0.58,0.2,32.52,0.92,32.5,95.19
169.0,1648.0,82.0,247.0,160.0,85.0,81.96,81.68,80.69,0.995,330.42,85.0,79.03,422.0,557.0,376.0,371.0,1490.0,34.38,30.73,97.24,103.72,1241.0,1242.0,24.68,24.7,1.04,0.98,30.38,29.89,132.0,0.13,0.57,0.19,32.65,130.0,0.14,0.56,0.2,32.59,0.895,32.62,95.34
